Year,Month,Anomaly,Year_num
1914,11,-0.237,1914.8333333333333
1914,12,-0.141,1914.9166666666667
1915,1,-0.256,1915
1915,2,-0.158,1915.0833333333333
1915,3,-0.144,1915.1666666666667
1915,4,-0.043,1915.25
1915,5,-0.047,1915.3333333333333
1915,6,-0.187,1915.4166666666667
1915,7,-0.176,1915.5
1915,8,-0.029,1915.5833333333333
1915,9,-0.14,1915.6666666666667
1915,10,-0.318,1915.75
1915,11,-0.169,1915.8333333333333
1915,12,-0.293,1915.9166666666667
1916,1,-0.304,1916
1916,2,-0.193,1916.0833333333333
1916,3,-0.378,1916.1666666666667
